id,duration,mem,cpu
00001ae34a6ad7389eb1c9ade718bdb6d373bd90389a0f46e2e7bb23b9ac891e,120,0.7637113253275554,0.228520138888982
00008c44230137c49ee03f7b952b724134e0ba4197d55b463651f8ef070df360,120,0.6909897446632385,0.49856944444459955
00015cc2ed69a88e49fe3a9c949d73b7bba57828c6948badd1f4cd837a8b307c,120,0.7709864318370819,0.273072048611082
00022df554f460227e55fdd71bcf190390632c1886273250b8a863dd81d8fe4f,120,0.5223279794057211,0.09548888888892376
0002750844c48bc1529f3193bb7f3862d6d3f10265484683d394487cef8c2d1d,120,0.6749104658762614,0.5574100694444104
00032aad95496596efacfc9935755712b89484889d6e1530bd770c9336be7f3e,120,0.7180048088232677,0.10615329861107356
00036ea7babe8c61c6ca5d3837522db1ef566c3625e955626d762bbc2aae1a91,120,0.7384288609027863,0.2564843750000646
0003c41a6eb0c4de3506ff36e725317ed9dd89326663b49a15fdfff11484f50b,120,0.6714923659960429,0.35876284722225843
0004f136127db7694e58437cf0523a7e0d415872cf4f2072e215160db0f01b6b,120,0.6950623194376627,0.5260892361111473
00053d5c03119cc85196d96e28d88333f23bf90f1913f87c6ef7edcfb6dab3e2,120,0.7133971571922302,0.08499670138888173
0005557613a1c7d0383c7801b5d627c5ee109eac2a903735ecb2623e75d5ae0b,120,0.5364291151364644,0.017082118055555384
00061c549dfde6357e8b56910cf974deeff04327e4571b856b466d5f347141aa,120,0.6596251050631206,0.07473173846514773
00073efd9a3fbf6a4b97be547671a09c1dcde27373f6db5e801a6811e9ac1c41,120,0.38993708531061805,0.15335303819447288
0007970e200c51ce4949d995914ddea2f375d7f194bb360aa7a953f8b0fbaf97,120,0.6798014362653096,0.2622819444444677
000888d028623db3cece84da8d68839c898811f03f494906045035cde6abe3aa,120,0.20644691944122312,0.10903467815611896
00090762580323acd7e045055b7640ee6e5f252f2060b31121cf094b463ae7eb,120,0.707380759716034,0.15714548611111237
00092c9a2a739a275430056cad198d3c7a50c69e86d46529ad01892cf4f2b65d,120,0.6389292160669963,0.13974166666668475
000983ba7aabfd25a87300da89f895356a32741e6e9aadb83e18ede70a2408e2,120,0.6336015860239664,0.1593486111111835
000a763ebb504356789821db545e08da457124e7d4f0ee414c49188b5e4de70b,120,0.7708323975404103,0.2880614583333338
000ae361aceef75e6c1a3695184eb8a35f6795a4bcc516497746ee5a357bd0d6,120,0.7055638074874878,0.6177347222221498
000b8dbe779ff3260facb7eb3ac2043135cda1ef605604db6cb8d9161cd8ebf0,120,0.7076994240283966,0.11529982638888109
000cfafadf78747c834a647e109ef1cce9e6b639c1f2cc574f255153b48508c3,120,0.5792849262555441,0.1635298611111486
000db3ef401e07bcb78a1ac81f95be5d613a83d0547f2907b91ccd9724ec982b,120,0.955497431755066,0.11943680555553222
